"generated_at","topic_id","id.dataset","id.ressource","title.ressource","format.ressource","url.ressource","created_at.ressource","last_modified.ressource","column_name","column_datatype","python_type","score","nb_distinct","nb_missing_values","top_1","top_2","top_3"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","Nom","string","string","1.0","54","0","Maison","Eglise","Immeuble"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","Adresse","string","string","1.0","54","0","pl. de l'Eglise","le Bourg","pl. de la Mairie"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","Complement Adresse","string","string","1.0","54","0","","",""
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","Code Postal","code_postal","string","1.4922286854294082","54","0","33000","31000","67000"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","libelle_geographique","commune","string","0.9987091311723949","54","0","Bordeaux","Toulouse","Strasbourg"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","code_insee","code_commune_insee","string","1.4992920688962803","54","0","33063","31555","67482"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","Code Insee Arrondt","string","string","1.0","54","0","751","691","332"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","Identifiant origine","string","string","1.0","54","0","M7042","34182","0642071D"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","Type équipement ou lieu","string","string","1.0","54","0","Monument","Bibliothèque","Papeterie et maisons de la presse"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","dced78ee-0823-4b61-86e6-57717308d4e4","base-des-lieux-et-des-equipements-culturels","csv","https://static.data.gouv.fr/resources/base-des-lieux-et-equipements-culturels-basilic/20260218-084338/base-des-lieux-et-des-equipements-culturels.csv","2021-10-26T06:02:34.760000+00:00","2026-02-18T08:43:43.300000+00:00","Label et appellation","string","string","1.0","54","0","Monument historique","Architecture contemporaine remarquable","Art et essai"
